counter,date,time,instrument_full,inst_type,underlying,expiry,option_type,strike,qty,price,amount,note
839,2026-03-04,15:28:11,OPTIDX_NIFTY_10MAR2026_CE_25400,OPTIDX,NIFTY,10MAR2026,CE,25400,0,23.8,0.0,
839,2026-03-04,15:18:07,OPTIDX_NIFTY_10MAR2026_CE_25400,OPTIDX,NIFTY,10MAR2026,CE,25400,195,24.4,4758.0,
839,2026-03-04,15:28:11,OPTIDX_NIFTY_10MAR2026_CE_24800,OPTIDX,NIFTY,10MAR2026,CE,24800,195,149.03,29060.85,
839,2026-03-04,15:18:09,OPTIDX_NIFTY_10MAR2026_CE_24800,OPTIDX,NIFTY,10MAR2026,CE,24800,-195,150.5,-29347.5,
838,2026-03-04,15:15:19,OPTIDX_NIFTY_10MAR2026_PE_23150,OPTIDX,NIFTY,10MAR2026,PE,23150,-195,28.5,-5557.5,
838,2026-03-04,15:04:07,OPTIDX_NIFTY_10MAR2026_PE_23150,OPTIDX,NIFTY,10MAR2026,PE,23150,195,28.5,5557.5,
838,2026-03-04,15:15:19,OPTIDX_NIFTY_10MAR2026_PE_23900,OPTIDX,NIFTY,10MAR2026,PE,23900,195,147.39999,28742.998050000002,
838,2026-03-04,15:08:01,OPTIDX_NIFTY_10MAR2026_PE_23900,OPTIDX,NIFTY,10MAR2026,PE,23900,-195,147.75,-28811.25,
837,2026-03-04,14:14:10,OPTIDX_NIFTY_10MAR2026_CE_25450,OPTIDX,NIFTY,10MAR2026,CE,25450,-195,31,-6045.0,
837,2026-03-04,09:20:14,OPTIDX_NIFTY_10MAR2026_CE_25450,OPTIDX,NIFTY,10MAR2026,CE,25450,195,26.4,5148.0,
837,2026-03-04,14:14:09,OPTIDX_NIFTY_10MAR2026_CE_24750,OPTIDX,NIFTY,10MAR2026,CE,24750,195,213.39999,41612.99805,
837,2026-03-04,09:20:16,OPTIDX_NIFTY_10MAR2026_CE_24750,OPTIDX,NIFTY,10MAR2026,CE,24750,-195,149.75,-29201.25,
836,2026-03-04,09:17:05,OPTIDX_NIFTY_10MAR2026_CE_25800,OPTIDX,NIFTY,10MAR2026,CE,25800,-195,11.5,-2242.5,
836,2026-03-02,09:28:09,OPTIDX_NIFTY_10MAR2026_CE_25800,OPTIDX,NIFTY,10MAR2026,CE,25800,195,25.45,4962.75,
836,2026-03-04,09:17:04,OPTIDX_NIFTY_10MAR2026_CE_25200,OPTIDX,NIFTY,10MAR2026,CE,25200,195,47.8,9321.0,
836,2026-03-02,09:28:12,OPTIDX_NIFTY_10MAR2026_CE_25200,OPTIDX,NIFTY,10MAR2026,CE,25200,-195,157.53,-30718.35,
835,2026-03-02,09:17:02,OPTIDX_NIFTY_02MAR2026_CE_25500,OPTIDX,NIFTY,02MAR2026,CE,25500,-195,2.8,-546.0,
835,2026-02-27,15:08:08,OPTIDX_NIFTY_02MAR2026_CE_25500,OPTIDX,NIFTY,02MAR2026,CE,25500,195,22.25,4338.75,
835,2026-03-02,09:17:02,OPTIDX_NIFTY_02MAR2026_CE_25100,OPTIDX,NIFTY,02MAR2026,CE,25100,195,30,5850.0,
835,2026-02-27,15:08:12,OPTIDX_NIFTY_02MAR2026_CE_25100,OPTIDX,NIFTY,02MAR2026,CE,25100,-195,155.67999,-30357.59805,
834,2026-02-27,15:05:37,OPTIDX_NIFTY_02MAR2026_CE_25650,OPTIDX,NIFTY,02MAR2026,CE,25650,-195,11.8,-2301.0,
834,2026-02-27,09:34:10,OPTIDX_NIFTY_02MAR2026_CE_25650,OPTIDX,NIFTY,02MAR2026,CE,25650,195,25.45,4962.75,
834,2026-02-27,15:05:37,OPTIDX_NIFTY_02MAR2026_CE_25300,OPTIDX,NIFTY,02MAR2026,CE,25300,195,62,12090.0,
834,2026-02-27,09:34:15,OPTIDX_NIFTY_02MAR2026_CE_25300,OPTIDX,NIFTY,02MAR2026,CE,25300,-195,155.2,-30263.999999999996,
833,2026-02-27,09:30:13,OPTIDX_NIFTY_02MAR2026_PE_25050,OPTIDX,NIFTY,02MAR2026,PE,25050,-195,28.9,-5635.5,
833,2026-02-27,09:20:26,OPTIDX_NIFTY_02MAR2026_PE_25050,OPTIDX,NIFTY,02MAR2026,PE,25050,195,24.9,4855.5,
833,2026-02-27,09:30:13,OPTIDX_NIFTY_02MAR2026_PE_25450,OPTIDX,NIFTY,02MAR2026,PE,25450,195,159.28,31059.6,
833,2026-02-27,09:20:33,OPTIDX_NIFTY_02MAR2026_PE_25450,OPTIDX,NIFTY,02MAR2026,PE,25450,-195,144.60001,-28197.001949999998,
832,2026-02-27,09:17:17,OPTIDX_NIFTY_02MAR2026_CE_25850,OPTIDX,NIFTY,02MAR2026,CE,25850,-195,10,-1950.0,
832,2026-02-26,11:48:09,OPTIDX_NIFTY_02MAR2026_CE_25850,OPTIDX,NIFTY,02MAR2026,CE,25850,195,22.2,4329.0,
832,2026-02-27,09:17:17,OPTIDX_NIFTY_02MAR2026_CE_25450,OPTIDX,NIFTY,02MAR2026,CE,25450,195,93.4,18213.0,
832,2026-02-26,11:48:13,OPTIDX_NIFTY_02MAR2026_CE_25450,OPTIDX,NIFTY,02MAR2026,CE,25450,-195,153.89999,-30010.498050000002,
831,2026-02-26,11:43:14,OPTIDX_NIFTY_02MAR2026_PE_25100,OPTIDX,NIFTY,02MAR2026,PE,25100,-195,28.55,-5567.25,
831,2026-02-26,10:18:11,OPTIDX_NIFTY_02MAR2026_PE_25100,OPTIDX,NIFTY,02MAR2026,PE,25100,195,25.1,4894.5,
831,2026-02-26,11:43:12,OPTIDX_NIFTY_02MAR2026_PE_25650,OPTIDX,NIFTY,02MAR2026,PE,25650,195,218.60001,42627.00195,
831,2026-02-26,10:18:16,OPTIDX_NIFTY_02MAR2026_PE_25650,OPTIDX,NIFTY,02MAR2026,PE,25650,-195,157.85001,-30780.751949999998,
830,2026-02-26,10:15:15,OPTIDX_NIFTY_02MAR2026_CE_25900,OPTIDX,NIFTY,02MAR2026,CE,25900,-195,26.15,-5099.25,
830,2026-02-25,13:18:08,OPTIDX_NIFTY_02MAR2026_CE_25900,OPTIDX,NIFTY,02MAR2026,CE,25900,195,25.25,4923.75,
830,2026-02-26,10:15:15,OPTIDX_NIFTY_02MAR2026_CE_25500,OPTIDX,NIFTY,02MAR2026,CE,25500,195,180.45,35187.75,
830,2026-02-25,13:18:11,OPTIDX_NIFTY_02MAR2026_CE_25500,OPTIDX,NIFTY,02MAR2026,CE,25500,-195,144.60001,-28197.001949999998,
829,2026-02-25,12:45:27,OPTIDX_NIFTY_02MAR2026_PE_25050,OPTIDX,NIFTY,02MAR2026,PE,25050,-195,35.72,-6965.4,
829,2026-02-25,09:48:10,OPTIDX_NIFTY_02MAR2026_PE_25050,OPTIDX,NIFTY,02MAR2026,PE,25050,195,25.25,4923.75,
829,2026-02-25,12:45:20,OPTIDX_NIFTY_02MAR2026_PE_25650,OPTIDX,NIFTY,02MAR2026,PE,25650,195,226,44070.0,
829,2026-02-25,09:48:15,OPTIDX_NIFTY_02MAR2026_PE_25650,OPTIDX,NIFTY,02MAR2026,PE,25650,-195,160.72,-31340.4,
828,2026-02-25,09:45:17,OPTIDX_NIFTY_02MAR2026_CE_26100,OPTIDX,NIFTY,02MAR2026,CE,26100,-195,16.45,-3207.75,
828,2026-02-24,09:34:10,OPTIDX_NIFTY_02MAR2026_CE_26100,OPTIDX,NIFTY,02MAR2026,CE,26100,195,22.85,4455.75,
828,2026-02-25,09:45:17,OPTIDX_NIFTY_02MAR2026_CE_25600,OPTIDX,NIFTY,02MAR2026,CE,25600,195,143.7,28021.499999999996,
828,2026-02-24,09:34:13,OPTIDX_NIFTY_02MAR2026_CE_25600,OPTIDX,NIFTY,02MAR2026,CE,25600,-195,160.3,-31258.500000000004,
827,2026-02-23,10:42:17,OPTIDX_NIFTY_24FEB2026_PE_25450,OPTIDX,NIFTY,24FEB2026,PE,25450,-195,34.65,-6756.75,
827,2026-02-23,09:30:34,OPTIDX_NIFTY_24FEB2026_PE_25450,OPTIDX,NIFTY,24FEB2026,PE,25450,195,24.15,4709.25,
827,2026-02-23,10:42:15,OPTIDX_NIFTY_24FEB2026_PE_25850,OPTIDX,NIFTY,24FEB2026,PE,25850,195,205.3,40033.5,
827,2026-02-23,09:30:37,OPTIDX_NIFTY_24FEB2026_PE_25850,OPTIDX,NIFTY,24FEB2026,PE,25850,-195,144.60001,-28197.001949999998,
826,2026-02-23,09:27:52,OPTIDX_NIFTY_24FEB2026_PE_25050,OPTIDX,NIFTY,24FEB2026,PE,25050,-195,9.5,-1852.5,
826,2026-02-20,12:04:06,OPTIDX_NIFTY_24FEB2026_PE_25050,OPTIDX,NIFTY,24FEB2026,PE,25050,195,25.15,4904.25,
826,2026-02-23,09:27:52,OPTIDX_NIFTY_24FEB2026_PE_25650,OPTIDX,NIFTY,24FEB2026,PE,25650,195,60.85,11865.75,
826,2026-02-20,12:04:09,OPTIDX_NIFTY_24FEB2026_PE_25650,OPTIDX,NIFTY,24FEB2026,PE,25650,-195,154.14999,-30059.248050000002,
825,2026-02-20,10:32:42,OPTIDX_NIFTY_24FEB2026_CE_25900,OPTIDX,NIFTY,24FEB2026,CE,25900,-195,36.65,-7146.75,
825,2026-02-19,15:04:08,OPTIDX_NIFTY_24FEB2026_CE_25900,OPTIDX,NIFTY,24FEB2026,CE,25900,195,24.65,4806.75,
825,2026-02-20,10:32:38,OPTIDX_NIFTY_24FEB2026_CE_25450,OPTIDX,NIFTY,24FEB2026,CE,25450,195,227.95,44450.25,
825,2026-02-19,15:04:13,OPTIDX_NIFTY_24FEB2026_CE_25450,OPTIDX,NIFTY,24FEB2026,CE,25450,-195,160.64999,-31326.748050000002,
824,2026-02-19,15:01:27,OPTIDX_NIFTY_24FEB2026_CE_26050,OPTIDX,NIFTY,24FEB2026,CE,26050,-195,13.7,-2671.5,
824,2026-02-19,11:18:11,OPTIDX_NIFTY_24FEB2026_CE_26050,OPTIDX,NIFTY,24FEB2026,CE,26050,195,27.15,5294.25,
824,2026-02-19,15:01:27,OPTIDX_NIFTY_24FEB2026_CE_25700,OPTIDX,NIFTY,24FEB2026,CE,25700,195,56.4,10998.0,
824,2026-02-19,11:18:16,OPTIDX_NIFTY_24FEB2026_CE_25700,OPTIDX,NIFTY,24FEB2026,CE,25700,-195,143.35001,-27953.251949999998,
823,2026-02-19,11:15:14,OPTIDX_NIFTY_24FEB2026_PE_25300,OPTIDX,NIFTY,24FEB2026,PE,25300,-195,25.85,-5040.75,
823,2026-02-18,12:18:08,OPTIDX_NIFTY_24FEB2026_PE_25300,OPTIDX,NIFTY,24FEB2026,PE,25300,195,26.75,5216.25,
823,2026-02-19,11:15:14,OPTIDX_NIFTY_24FEB2026_PE_25750,OPTIDX,NIFTY,24FEB2026,PE,25750,195,140.25,27348.75,
823,2026-02-18,12:18:11,OPTIDX_NIFTY_24FEB2026_PE_25750,OPTIDX,NIFTY,24FEB2026,PE,25750,-195,137.7,-26851.499999999996,
822,2026-02-18,12:15:10,OPTIDX_NIFTY_24FEB2026_CE_26100,OPTIDX,NIFTY,24FEB2026,CE,26100,-195,22.8,-4446.0,
822,2026-02-18,10:34:13,OPTIDX_NIFTY_24FEB2026_CE_26100,OPTIDX,NIFTY,24FEB2026,CE,26100,195,23.55,4592.25,
822,2026-02-18,12:15:10,OPTIDX_NIFTY_24FEB2026_CE_25650,OPTIDX,NIFTY,24FEB2026,CE,25650,195,178,34710.0,
822,2026-02-18,10:34:17,OPTIDX_NIFTY_24FEB2026_CE_25650,OPTIDX,NIFTY,24FEB2026,CE,25650,-195,159.95,-31190.249999999996,
821,2026-02-18,10:30:10,OPTIDX_NIFTY_24FEB2026_PE_25050,OPTIDX,NIFTY,24FEB2026,PE,25050,-195,16.85,-3285.7500000000005,
821,2026-02-17,10:22:08,OPTIDX_NIFTY_24FEB2026_PE_25050,OPTIDX,NIFTY,24FEB2026,PE,25050,195,25.6,4992.0,
821,2026-02-18,10:30:10,OPTIDX_NIFTY_24FEB2026_PE_25650,OPTIDX,NIFTY,24FEB2026,PE,25650,195,123.2,24024.0,
821,2026-02-17,10:22:12,OPTIDX_NIFTY_24FEB2026_PE_25650,OPTIDX,NIFTY,24FEB2026,PE,25650,-195,142.17,-27723.149999999998,
820,2026-02-17,10:19:08,OPTIDX_NIFTY_17FEB2026_PE_25400,OPTIDX,NIFTY,17FEB2026,PE,25400,-195,3.1,-604.5,
820,2026-02-16,12:34:10,OPTIDX_NIFTY_17FEB2026_PE_25400,OPTIDX,NIFTY,17FEB2026,PE,25400,195,26.85,5235.75,
820,2026-02-17,10:19:08,OPTIDX_NIFTY_17FEB2026_PE_25700,OPTIDX,NIFTY,17FEB2026,PE,25700,195,58.6,11427.0,
820,2026-02-16,12:34:14,OPTIDX_NIFTY_17FEB2026_PE_25700,OPTIDX,NIFTY,17FEB2026,PE,25700,-195,146.5,-28567.5,
819,2026-02-16,12:30:09,OPTIDX_NIFTY_17FEB2026_CE_25700,OPTIDX,NIFTY,17FEB2026,CE,25700,-195,34.1,-6649.5,
819,2026-02-16,09:24:07,OPTIDX_NIFTY_17FEB2026_CE_25700,OPTIDX,NIFTY,17FEB2026,CE,25700,195,38.4,7488.0,
819,2026-02-16,12:30:09,OPTIDX_NIFTY_17FEB2026_CE_25450,OPTIDX,NIFTY,17FEB2026,CE,25450,195,170.3,33208.5,
819,2026-02-16,10:15:31,OPTIDX_NIFTY_17FEB2026_CE_25450,OPTIDX,NIFTY,17FEB2026,CE,25450,-195,164.25,-32028.75,
818,2026-02-16,09:17:05,OPTIDX_NIFTY_17FEB2026_CE_25900,OPTIDX,NIFTY,17FEB2026,CE,25900,-195,9.25,-1803.75,
818,2026-02-13,09:20:17,OPTIDX_NIFTY_17FEB2026_CE_25900,OPTIDX,NIFTY,17FEB2026,CE,25900,195,24.3,4738.5,
818,2026-02-16,09:17:05,OPTIDX_NIFTY_17FEB2026_CE_25550,OPTIDX,NIFTY,17FEB2026,CE,25550,195,61.98,12086.099999999999,
818,2026-02-13,09:20:16,OPTIDX_NIFTY_17FEB2026_CE_25550,OPTIDX,NIFTY,17FEB2026,CE,25550,-195,148,-28860.0,
817,2026-02-13,09:17:11,OPTIDX_NIFTY_17FEB2026_CE_26200,OPTIDX,NIFTY,17FEB2026,CE,26200,-195,7.75,-1511.25,
817,2026-02-12,09:34:11,OPTIDX_NIFTY_17FEB2026_CE_26200,OPTIDX,NIFTY,17FEB2026,CE,26200,195,22.15,4319.25,
817,2026-02-13,09:17:11,OPTIDX_NIFTY_17FEB2026_CE_25800,OPTIDX,NIFTY,17FEB2026,CE,25800,195,45.95,8960.25,
817,2026-02-12,09:34:14,OPTIDX_NIFTY_17FEB2026_CE_25800,OPTIDX,NIFTY,17FEB2026,CE,25800,-195,155.25,-30273.75,
816,2026-02-12,09:17:30,OPTIDX_NIFTY_17FEB2026_PE_25600,OPTIDX,NIFTY,17FEB2026,PE,25600,-195,30.65,-5976.75,
816,2026-02-11,14:18:13,OPTIDX_NIFTY_17FEB2026_PE_25600,OPTIDX,NIFTY,17FEB2026,PE,25600,195,24.4,4758.0,
816,2026-02-12,09:17:28,OPTIDX_NIFTY_17FEB2026_PE_26050,OPTIDX,NIFTY,17FEB2026,PE,26050,195,207.89999,40540.49805,
816,2026-02-11,14:18:14,OPTIDX_NIFTY_17FEB2026_PE_26050,OPTIDX,NIFTY,17FEB2026,PE,26050,-195,147,-28665.0,
815,2026-02-11,14:15:20,OPTIDX_NIFTY_17FEB2026_CE_26250,OPTIDX,NIFTY,17FEB2026,CE,26250,-195,26.9,-5245.5,
815,2026-02-11,14:04:08,OPTIDX_NIFTY_17FEB2026_CE_26250,OPTIDX,NIFTY,17FEB2026,CE,26250,195,24.6,4797.0,
815,2026-02-11,14:15:20,OPTIDX_NIFTY_17FEB2026_CE_25900,OPTIDX,NIFTY,17FEB2026,CE,25900,195,163.35001,31853.251949999998,
815,2026-02-11,14:04:11,OPTIDX_NIFTY_17FEB2026_CE_25900,OPTIDX,NIFTY,17FEB2026,CE,25900,-195,149.39999,-29132.998050000002,
814,2026-02-11,14:00:07,OPTIDX_NIFTY_17FEB2026_PE_25600,OPTIDX,NIFTY,17FEB2026,PE,25600,-195,26.6,-5187.0,
814,2026-02-11,13:48:08,OPTIDX_NIFTY_17FEB2026_PE_25600,OPTIDX,NIFTY,17FEB2026,PE,25600,195,25,4875.0,
814,2026-02-11,14:00:07,OPTIDX_NIFTY_17FEB2026_PE_26050,OPTIDX,NIFTY,17FEB2026,PE,26050,195,168.3,32818.5,
814,2026-02-11,13:48:13,OPTIDX_NIFTY_17FEB2026_PE_26050,OPTIDX,NIFTY,17FEB2026,PE,26050,-195,153.39999,-29912.998050000002,
813,2026-02-11,13:45:13,OPTIDX_NIFTY_17FEB2026_CE_26250,OPTIDX,NIFTY,17FEB2026,CE,26250,-195,27.3,-5323.5,
813,2026-02-11,13:04:10,OPTIDX_NIFTY_17FEB2026_CE_26250,OPTIDX,NIFTY,17FEB2026,CE,26250,195,24.65,4806.75,
813,2026-02-11,13:45:13,OPTIDX_NIFTY_17FEB2026_CE_25900,OPTIDX,NIFTY,17FEB2026,CE,25900,195,165.64999,32301.748050000002,
813,2026-02-11,13:04:13,OPTIDX_NIFTY_17FEB2026_CE_25900,OPTIDX,NIFTY,17FEB2026,CE,25900,-195,143.95,-28070.249999999996,
812,2026-02-11,13:00:07,OPTIDX_NIFTY_17FEB2026_PE_25350,OPTIDX,NIFTY,17FEB2026,PE,25350,-195,13.55,-2642.25,
812,2026-02-10,09:20:08,OPTIDX_NIFTY_17FEB2026_PE_25350,OPTIDX,NIFTY,17FEB2026,PE,25350,195,24.3,4738.5,
812,2026-02-11,13:00:07,OPTIDX_NIFTY_17FEB2026_PE_25950,OPTIDX,NIFTY,17FEB2026,PE,25950,195,118,23010.0,
812,2026-02-10,09:20:10,OPTIDX_NIFTY_17FEB2026_PE_25950,OPTIDX,NIFTY,17FEB2026,PE,25950,-195,145.85001,-28440.751949999998,
811,2026-02-10,09:17:18,OPTIDX_NIFTY_10FEB2026_PE_25650,OPTIDX,NIFTY,10FEB2026,PE,25650,-195,4.65,-906.7500000000001,
811,2026-02-09,09:20:13,OPTIDX_NIFTY_10FEB2026_PE_25650,OPTIDX,NIFTY,10FEB2026,PE,25650,195,28.33,5524.349999999999,
811,2026-02-10,09:17:18,OPTIDX_NIFTY_10FEB2026_PE_25950,OPTIDX,NIFTY,10FEB2026,PE,25950,195,63.67,12415.65,
811,2026-02-09,09:20:15,OPTIDX_NIFTY_10FEB2026_PE_25950,OPTIDX,NIFTY,10FEB2026,PE,25950,-195,157.64999,-30741.748050000002,
810,2026-02-09,09:17:08,OPTIDX_NIFTY_10FEB2026_PE_25350,OPTIDX,NIFTY,10FEB2026,PE,25350,-195,8,-1560.0,
810,2026-02-06,14:18:12,OPTIDX_NIFTY_10FEB2026_PE_25350,OPTIDX,NIFTY,10FEB2026,PE,25350,195,26.95,5255.25,
810,2026-02-09,09:17:08,OPTIDX_NIFTY_10FEB2026_PE_25700,OPTIDX,NIFTY,10FEB2026,PE,25700,195,39.65,7731.75,
810,2026-02-06,14:18:17,OPTIDX_NIFTY_10FEB2026_PE_25700,OPTIDX,NIFTY,10FEB2026,PE,25700,-195,151.25,-29493.75,
809,2026-02-06,12:01:18,OPTIDX_NIFTY_10FEB2026_CE_25900,OPTIDX,NIFTY,10FEB2026,CE,25900,-195,35.75,-6971.25,
809,2026-02-06,09:42:09,OPTIDX_NIFTY_10FEB2026_CE_25900,OPTIDX,NIFTY,10FEB2026,CE,25900,195,24.35,4748.25,
809,2026-02-06,12:01:17,OPTIDX_NIFTY_10FEB2026_CE_25500,OPTIDX,NIFTY,10FEB2026,CE,25500,195,216.75,42266.25,
809,2026-02-06,09:42:11,OPTIDX_NIFTY_10FEB2026_CE_25500,OPTIDX,NIFTY,10FEB2026,CE,25500,-195,153.45,-29922.749999999996,
808,2026-02-06,09:38:59,OPTIDX_NIFTY_10FEB2026_CE_26150,OPTIDX,NIFTY,10FEB2026,CE,26150,-195,8.8,-1716.0000000000002,
808,2026-02-05,09:34:13,OPTIDX_NIFTY_10FEB2026_CE_26150,OPTIDX,NIFTY,10FEB2026,CE,26150,195,25.85,5040.75,
808,2026-02-06,09:38:59,OPTIDX_NIFTY_10FEB2026_CE_25700,OPTIDX,NIFTY,10FEB2026,CE,25700,195,62.05,12099.75,
808,2026-02-05,09:34:18,OPTIDX_NIFTY_10FEB2026_CE_25700,OPTIDX,NIFTY,10FEB2026,CE,25700,-195,155.89999,-30400.498050000002,
807,2026-02-05,09:30:13,OPTIDX_NIFTY_10FEB2026_PE_25050,OPTIDX,NIFTY,10FEB2026,PE,25050,-195,15.85,-3090.75,
807,2026-02-03,15:14:06,OPTIDX_NIFTY_10FEB2026_PE_25050,OPTIDX,NIFTY,10FEB2026,PE,25050,195,24.2,4719.0,
807,2026-02-05,09:30:13,OPTIDX_NIFTY_10FEB2026_PE_25650,OPTIDX,NIFTY,10FEB2026,PE,25650,195,117.85,22980.75,
807,2026-02-03,15:14:08,OPTIDX_NIFTY_10FEB2026_PE_25650,OPTIDX,NIFTY,10FEB2026,PE,25650,-195,140.47,-27391.65,
806,2026-02-03,10:07:30,OPTIDX_NIFTY_10FEB2026_PE_24800,OPTIDX,NIFTY,10FEB2026,PE,24800,-195,33.7,-6571.500000000001,
806,2026-02-03,09:20:19,OPTIDX_NIFTY_10FEB2026_PE_24800,OPTIDX,NIFTY,10FEB2026,PE,24800,195,24,4680.0,
806,2026-02-03,10:07:22,OPTIDX_NIFTY_10FEB2026_PE_25600,OPTIDX,NIFTY,10FEB2026,PE,25600,195,211.45,41232.75,
806,2026-02-03,09:20:22,OPTIDX_NIFTY_10FEB2026_PE_25600,OPTIDX,NIFTY,10FEB2026,PE,25600,-195,147.83,-28826.850000000002,
805,2026-02-03,09:17:07,OPTIDX_NIFTY_03FEB2026_PE_24650,OPTIDX,NIFTY,03FEB2026,PE,24650,-195,8.85,-1725.75,
805,2026-02-02,14:18:10,OPTIDX_NIFTY_03FEB2026_PE_24650,OPTIDX,NIFTY,03FEB2026,PE,24650,195,25.95,5060.25,
805,2026-02-03,09:17:07,OPTIDX_NIFTY_03FEB2026_PE_25000,OPTIDX,NIFTY,03FEB2026,PE,25000,195,11.98,2336.1,
805,2026-02-02,14:18:13,OPTIDX_NIFTY_03FEB2026_PE_25000,OPTIDX,NIFTY,03FEB2026,PE,25000,-195,136.14999,-26549.248050000002,
804,2026-02-02,11:45:09,OPTIDX_NIFTY_03FEB2026_CE_25100,OPTIDX,NIFTY,03FEB2026,CE,25100,-195,37.65,-7341.75,
804,2026-02-02,10:58:07,OPTIDX_NIFTY_03FEB2026_CE_25100,OPTIDX,NIFTY,03FEB2026,CE,25100,195,23.95,4670.25,
804,2026-02-02,11:45:07,OPTIDX_NIFTY_03FEB2026_CE_24750,OPTIDX,NIFTY,03FEB2026,CE,24750,195,197.64999,38541.74805,
804,2026-02-02,10:58:09,OPTIDX_NIFTY_03FEB2026_CE_24750,OPTIDX,NIFTY,03FEB2026,CE,24750,-195,141.39999,-27572.998050000002,
803,2026-02-01,12:36:57,OPTIDX_NIFTY_03FEB2026_CE_25650,OPTIDX,NIFTY,03FEB2026,CE,25650,-195,31.1,-6064.5,
803,2026-02-01,12:34:05,OPTIDX_NIFTY_03FEB2026_CE_25650,OPTIDX,NIFTY,03FEB2026,CE,25650,195,25.1,4894.5,
803,2026-02-01,12:36:56,OPTIDX_NIFTY_03FEB2026_CE_24950,OPTIDX,NIFTY,03FEB2026,CE,24950,195,221.14999,43124.24805,
803,2026-02-01,12:34:08,OPTIDX_NIFTY_03FEB2026_CE_24950,OPTIDX,NIFTY,03FEB2026,CE,24950,-195,152.7,-29776.499999999996,
802,2026-02-01,12:31:21,OPTIDX_NIFTY_03FEB2026_CE_25800,OPTIDX,NIFTY,03FEB2026,CE,25800,-195,11.75,-2291.25,
802,2026-02-01,12:18:06,OPTIDX_NIFTY_03FEB2026_CE_25800,OPTIDX,NIFTY,03FEB2026,CE,25800,195,24.15,4709.25,
802,2026-02-01,12:31:21,OPTIDX_NIFTY_03FEB2026_CE_25250,OPTIDX,NIFTY,03FEB2026,CE,25250,195,55.07,10738.65,
802,2026-02-01,12:18:08,OPTIDX_NIFTY_03FEB2026_CE_25250,OPTIDX,NIFTY,03FEB2026,CE,25250,-195,148.2,-28898.999999999996,
801,2026-02-01,12:15:04,OPTIDX_NIFTY_03FEB2026_PE_24550,OPTIDX,NIFTY,03FEB2026,PE,24550,-195,19,-3705.0,
801,2026-01-30,14:18:06,OPTIDX_NIFTY_03FEB2026_PE_24550,OPTIDX,NIFTY,03FEB2026,PE,24550,195,25.05,4884.75,
801,2026-02-01,12:15:04,OPTIDX_NIFTY_03FEB2026_PE_25250,OPTIDX,NIFTY,03FEB2026,PE,25250,195,180.45,35187.75,
801,2026-01-30,14:18:08,OPTIDX_NIFTY_03FEB2026_PE_25250,OPTIDX,NIFTY,03FEB2026,PE,25250,-195,153.10001,-29854.501949999998,
800,2026-01-30,14:15:08,OPTIDX_NIFTY_03FEB2026_CE_26000,OPTIDX,NIFTY,03FEB2026,CE,26000,-195,31.85,-6210.75,
