counter,date,time,instrument_full,inst_type,underlying,expiry,option_type,strike,qty,price,amount,note
28,2025-12-05,09:20:32,OPTIDX_NIFTY_09DEC2025_PE_26050,OPTIDX,NIFTY,09DEC2025,PE,26050,-75,89.25,-6693.75,
28,2025-12-05,12:30:06,OPTIDX_NIFTY_09DEC2025_CE_26050,OPTIDX,NIFTY,09DEC2025,CE,26050,75,185.7,13927.5,
28,2025-12-05,09:20:32,OPTIDX_NIFTY_09DEC2025_CE_26050,OPTIDX,NIFTY,09DEC2025,CE,26050,-75,117.25,-8793.75,
28,2025-12-05,14:55:04,OPTIDX_NIFTY_09DEC2025_PE_26200,OPTIDX,NIFTY,09DEC2025,PE,26200,75,94.2,7065.0,
28,2025-12-05,13:55:32,OPTIDX_NIFTY_09DEC2025_PE_26200,OPTIDX,NIFTY,09DEC2025,PE,26200,-75,79.9,-5992.5,
28,2025-12-05,14:55:04,OPTIDX_NIFTY_09DEC2025_CE_26200,OPTIDX,NIFTY,09DEC2025,CE,26200,75,68.25,5118.75,
28,2025-12-05,13:55:32,OPTIDX_NIFTY_09DEC2025_CE_26200,OPTIDX,NIFTY,09DEC2025,CE,26200,-75,87.85,-6588.75,
27,2025-12-04,09:29:41,OPTIDX_SENSEX_04DEC2025_CE_85000,OPTIDX,SENSEX,04DEC2025,CE,85000,20,247.5,4950.0,
27,2025-12-04,09:18:47,OPTIDX_SENSEX_04DEC2025_CE_85000,OPTIDX,SENSEX,04DEC2025,CE,85000,-20,153.5,-3070.0,
27,2025-12-04,10:27:46,OPTIDX_SENSEX_04DEC2025_PE_85000,OPTIDX,SENSEX,04DEC2025,PE,85000,20,28.3,566.0,
27,2025-12-04,09:18:47,OPTIDX_SENSEX_04DEC2025_PE_85000,OPTIDX,SENSEX,04DEC2025,PE,85000,-20,140.95,-2819.0,
27,2025-12-04,10:37:01,OPTIDX_SENSEX_04DEC2025_CE_85400,OPTIDX,SENSEX,04DEC2025,CE,85400,20,173.39999,3467.9998,
27,2025-12-04,10:27:51,OPTIDX_SENSEX_04DEC2025_CE_85400,OPTIDX,SENSEX,04DEC2025,CE,85400,-20,108.6,-2172.0,
27,2025-12-04,11:38:24,OPTIDX_SENSEX_04DEC2025_PE_85400,OPTIDX,SENSEX,04DEC2025,PE,85400,20,150.39999,3007.9998,
27,2025-12-04,10:27:51,OPTIDX_SENSEX_04DEC2025_PE_85400,OPTIDX,SENSEX,04DEC2025,PE,85400,-20,147.35001,-2947.0002,
27,2025-12-04,13:35:20,OPTIDX_SENSEX_04DEC2025_CE_85300,OPTIDX,SENSEX,04DEC2025,CE,85300,20,25.05,501.0,
27,2025-12-04,11:38:33,OPTIDX_SENSEX_04DEC2025_CE_85300,OPTIDX,SENSEX,04DEC2025,CE,85300,-20,125.3,-2506.0,
27,2025-12-04,11:45:22,OPTIDX_SENSEX_04DEC2025_PE_85300,OPTIDX,SENSEX,04DEC2025,PE,85300,20,169.85001,3397.0002,
27,2025-12-04,11:38:34,OPTIDX_SENSEX_04DEC2025_PE_85300,OPTIDX,SENSEX,04DEC2025,PE,85300,-20,107.55,-2151.0,
27,2025-12-04,14:53:22,OPTIDX_SENSEX_04DEC2025_CE_85100,OPTIDX,SENSEX,04DEC2025,CE,85100,20,137.95,2759.0,
27,2025-12-04,13:35:33,OPTIDX_SENSEX_04DEC2025_CE_85100,OPTIDX,SENSEX,04DEC2025,CE,85100,-20,83.9,-1678.0,
27,2025-12-04,14:53:29,OPTIDX_SENSEX_04DEC2025_PE_85100,OPTIDX,SENSEX,04DEC2025,PE,85100,20,7,140.0,
27,2025-12-04,13:35:33,OPTIDX_SENSEX_04DEC2025_PE_85100,OPTIDX,SENSEX,04DEC2025,PE,85100,-20,84.8,-1696.0,
27,2025-12-04,14:55:01,OPTIDX_NIFTY_09DEC2025_PE_26000,OPTIDX,NIFTY,09DEC2025,PE,26000,75,78,5850.0,
27,2025-12-04,11:45:33,OPTIDX_NIFTY_09DEC2025_PE_26000,OPTIDX,NIFTY,09DEC2025,PE,26000,-75,88.7,-6652.5,
27,2025-12-04,11:45:06,OPTIDX_NIFTY_09DEC2025_PE_26000,OPTIDX,NIFTY,09DEC2025,PE,26000,75,85.7,6427.5,
27,2025-12-04,09:29:37,OPTIDX_NIFTY_09DEC2025_PE_26000,OPTIDX,NIFTY,09DEC2025,PE,26000,-75,105.15,-7886.25,
27,2025-12-04,14:55:01,OPTIDX_NIFTY_09DEC2025_CE_26000,OPTIDX,NIFTY,09DEC2025,CE,26000,75,135.35001,10151.25075,
27,2025-12-04,11:45:33,OPTIDX_NIFTY_09DEC2025_CE_26000,OPTIDX,NIFTY,09DEC2025,CE,26000,-75,133.3,-9997.5,
27,2025-12-04,10:32:10,OPTIDX_NIFTY_09DEC2025_CE_26000,OPTIDX,NIFTY,09DEC2025,CE,26000,75,182.55,13691.25,
27,2025-12-04,09:29:37,OPTIDX_NIFTY_09DEC2025_CE_26000,OPTIDX,NIFTY,09DEC2025,CE,26000,-75,130.5,-9787.5,
27,2025-12-04,14:55:01,OPTIDX_NIFTY_09DEC2025_CE_26600,OPTIDX,NIFTY,09DEC2025,CE,26600,-75,4.4,-330.0,
27,2025-12-04,09:29:34,OPTIDX_NIFTY_09DEC2025_CE_26600,OPTIDX,NIFTY,09DEC2025,CE,26600,75,6.6,495.0,
27,2025-12-04,14:55:01,OPTIDX_NIFTY_09DEC2025_PE_25450,OPTIDX,NIFTY,09DEC2025,PE,25450,-75,4.45,-333.75,
27,2025-12-04,09:29:34,OPTIDX_NIFTY_09DEC2025_PE_25450,OPTIDX,NIFTY,09DEC2025,PE,25450,75,7.35,551.25,
